tgrep.id	entire.sentence	Sentence_type	DE_operator	Numeral	And_test	Or_both_test	Actually_test	Disjunct_relation	Disjunct_individuation	Or_not	
13033:62	"and i never have figured out how he won, uh, entertainer of the year for A-Bout, three or four years in a row."	declarative	not available	num	change	not available	change	A~B	same	no	
55123:44	"so, i don't know how these changes are going to help or hinder the team,"	declarative	wh	nonum	change	nochange	change	A~B	different	no	
173993:39	"but if you have a problem with what we did or how we did ita, you can always come back and talk to me A-Bout it."	declarative	wh	nonum	change	nochange	change	A~B	different	no	
168511:31	and i don't believe they do in germany or italy either	declarative	negation	nonum	nochange	not available	change	A~B	different	no	
163492:87	"when i, when i see that money taken out of my paycheck each, each week, i, or each, every other week, i, i really think that money's history"	declarative	not available	nonum	change	change	change	A~B	same	no	
96875:30	"i do not know if he was a general or, you know, what his rank was,"	declarative	wh	nonum	change	not available	nochange	A>B	same	no	
165932:19	"because there was an article or a story done awhile ago that, uh, trash, uh, the telephone books are the type of thing that don't break down over a long period of time."	declarative	not available	nonum	change	change	change	A>B	same	no	
48293:58	"i guess i have never heard of a, a robbery being foiled or spoiled because the person whoe's being robbed had a gun."	declarative	not available	nonum	change	change	change	A>B	same	no	
25750:101	"i've, i've kind of formed the attitude that, you know, if i could just, if i could pick two or three shots out, uh, out of my game every time and put them together on one hole, then i do pretty good"	declarative	not available	num	change	not available	change	A~B	same	no	
160310:27	and i'm not sure if kroger does or not	declarative	wh	nonum	change	not available	change	A~B	different	yes	
47691:24	"and, i mean, mumblex four or more children are thin,"	declarative	not available	nonum	change	not available	change	A~B	same	no	
173464:69	"well i think that currently the way the law stands isn't so much that the laws are enforceA-Ble or not,"	declarative	not available	nonum	change	not available	change	A~B	different	yes	
166652:28	and you start getting millions of calls or solicitations.	declarative	not available	nonum	nochange	nochange	nochange	A<B	same	no	
104451:40	and i don't know if there's a deposit on those or not.	declarative	wh	nonum	change	not available	change	A~B	different	yes	
18798:25	and then you can either bundle your newspapers or put them in grocery bags.	declarative	not available	nonum	change	change	change	A~B	different	no	
1502:41	"i would just take her the actual paperwork once, uh, every week or two,"	declarative	not available	nonum	change	not available	change	A~B	same	no	
48005:83	"and, uh, then you'd be willing to give up your job to stay home and with, or stay with the children."	declarative	not available	nonum	change	nochange	change	A<B	same	no	
13591:93	"but now with this thing i'm participating in, i kind of have to answer it, because you never know if it's the switchboard or if it's, uh, you know, somebody calling that you really don't want to talk on the phone."	declarative	wh	nonum	change	not available	change	A~B	different	no	
152148:57	"i mean, the examinations and, and, uh, checkups every year, or every six months are free"	declarative	not available	nonum	change	not available	nochange	A<B	same	no	
1239:63	"but i think they should also respect the sanctity of the american home, whether it be in a house or in an apartment."	declarative	wh	nonum	change	not available	change	A~B	same	no	
24736:40	"and are you talking A-Bout public schools being lower level, high school level or state school."	interrogative	not available	nonum	change	not available	change	A~B	different	no	
126348:129	"i guess in some cases they just consider pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
153003:37	and you know they are usually either that way with everybody or friendly to everybody.	declarative	not available	nonum	change	not available	nochange	A>B	same	no	
160000:141	"and, uh, i guess, uh, first and foremost, it, really it's a question of what the student wants to have in the way of a career and then, uh, uh, which colleges or universities can best offer that program,"	declarative	wh	nonum	nochange	nochange	change	A~B	different	no	
41798:95	"and, uh, and i find even, even at home here now, i, i will wear blue jeans or i'll wear shorts and what have you, uh, and be very comfortA-Ble"	declarative	not available	nonum	nochange	not available	change	A>B	same	no	
110943:19	"and they're all in boxes or bags,"	declarative	not available	nonum	nochange	change	change	A~B	same	no	
97363:28	"only time will tell whether it's better or worse, than the way we grew up."	declarative	wh	nonum	change	not available	change	A~B	different	no	
10197:18	he either hits home run or strike out.	declarative	not available	nonum	change	change	change	A~B	different	no	
168510:23	they don't execute anybody in britain or france	declarative	negation	nonum	nochange	not available	change	A~B	different	no	
35761:57	"he said, you're going to get a car that's got flood damage or hail damage."	declarative	relclause	nonum	change	change	change	A~B	same	no	
67512:40	"i mean, maybe it's because of the winters. uh, or maybe just because, you know, there's, there's a lot more flat lands, you know, out in the west."	declarative	not available	nonum	change	change	change	A~B	different	no	
42190:40	"menc breaking in, uh, to houses and taking, or a man, they, they think it's the same person, taking, uh, little girls right straight out of their beds at night. and, ku-, you know, breaking in, obviously watching them in the house, because they're breaking into the right window, you know, the little girl's bedroom. and taking them out, putting them in a car and driving them out and taking them out and molesting them and then bringing them back and throwing them back in their own front yards."	declarative	not available	nonum	change	not available	nochange	A<B	different	no	
52191:66	"and, a lot of times, what i wind up doing is, picking say an actor or an actress, and seeing like all,"	declarative	not available	nonum	change	change	change	A~B	same	no	
